x1,x2,y,split
1.5987605138170906,1.8060810082409215,1.0,train
1.5576308853531966,1.0797364666919451,1.0,train
1.1667226190934286,1.4177556330350811,1.0,test
1.3926379887751628,0.9685185060425968,1.0,train
2.270047213709631,2.1595293327123155,1.0,train
1.547592207043223,2.534097920789997,1.0,train
1.8605898759256152,2.8962027293667223,1.0,train
1.8768940799516132,1.8877815154632092,1.0,train
1.0981164295489252,2.1488260891682502,1.0,train
1.881444676535776,1.8087441167773024,1.0,train
1.5250962506755883,2.9637043321553382,1.0,test
0.8153885935302009,1.9397298098675704,1.0,train
2.8352970168227394,3.3859462264568503,1.0,train
2.888816780906091,1.7177936204410142,1.0,train
1.2778807289431526,2.185248809174762,1.0,train
1.828785027563838,2.7951244292706363,1.0,train
1.3964603889429608,2.01278798267306,1.0,train
1.5255097598470204,3.525268001548686,1.0,train
1.9727566651461008,1.5966247478108473,1.0,test
2.9726684110953667,1.8777735839976892,1.0,train
0.8348445749334599,2.7259066920948776,1.0,train
0.7496539069541313,1.5345503873596842,1.0,train
0.9853003673438678,1.7433440182503008,1.0,train
2.161705129921927,1.3259286271609478,1.0,train
1.13012149172904,2.6719603432058827,1.0,test
2.137916566268914,1.5029288268874148,1.0,train
1.1314364379728046,2.1825805044316886,1.0,train
1.2467158559200986,2.932314274940188,1.0,train
2.0785407864443304,1.991448214923195,1.0,test
1.721691948575792,1.7459337918670594,1.0,train
1.9519288974462865,3.0652647114630183,1.0,train
2.096784123604829,2.6406481097273526,1.0,test
2.5074586336122997,2.1984637905769966,1.0,train
1.1539215642206044,1.495544609578498,1.0,train
2.6246604777318923,1.826461666762959,1.0,train
2.19525884652654,1.5219415286245448,1.0,train
1.7008142446031889,2.1864788404715707,1.0,train
2.0368872076363878,2.7486343379363727,1.0,train
2.038832667972027,1.0702270343421765,1.0,train
2.194291634204096,1.399052244007906,1.0,train
2.76315832030874,1.0329646651313502,1.0,train
1.9459159124580288,1.8102002266826605,1.0,train
1.5382306971347126,1.7964357026757565,1.0,train
1.285482700887779,2.406686489109715,1.0,train
0.2378990758226047,1.186058887685128,1.0,train
2.276684233414147,2.0579906773521044,1.0,test
1.8556387173418036,2.0295940901567557,1.0,train
2.709559078902357,0.2723100509318364,1.0,test
2.024180375814251,1.4100928697546855,1.0,test
2.062689906021922,1.786057597359504,1.0,train
1.3375110876220213,2.3256797818524544,1.0,test
2.9637406048060613,1.1785859587227805,1.0,test
2.9689799930302763,1.5041227670461197,1.0,train
0.5178490408153401,1.8374469668873048,1.0,test
2.245572857997881,1.5602384836058392,1.0,train
1.430305804188008,2.6437400428119866,1.0,train
1.9863192186525245,0.6624072915893169,1.0,train
2.0150621769089883,1.3171692784899296,1.0,train
2.107234137548895,2.699707956482019,1.0,train
2.036234158824255,2.8556119702378666,1.0,test
2.035602458940704,1.512243783398166,1.0,test
2.285116487378649,1.6981805760678743,1.0,train
3.1503277959593214,1.864554894225974,1.0,train
1.6515713153436924,1.5894144144493525,1.0,test
2.000051226362213,1.5955258708926403,1.0,train
1.9219855603282552,0.8857297654100313,1.0,train
1.774797142480137,2.2257740396591164,1.0,train
1.2537984596808036,2.6078797298125447,1.0,train
2.4970544369015966,2.1556300742762824,1.0,train
2.757778056479682,1.4902259442833181,1.0,train
1.384947476762493,1.7445418236350871,1.0,train
1.7914362465598528,2.801511321690807,1.0,train
1.1174726616339368,2.1960268245447434,1.0,test
