x1,x2,y,split
0.3492477560114093,2.121527020485462,1.0,train
2.0272046583503083,2.962598477542409,1.0,test
3.1361101149713413,1.3441900543252912,1.0,train
1.394907521296105,-1.0321666164973022,1.0,train
1.3488902612678595,1.952538691299104,1.0,test
3.4828389524308614,2.352520606091952,1.0,train
2.2813358341241536,0.8974232826381856,1.0,train
1.5268629987561908,-0.2999177789899545,1.0,test
1.775744176484405,0.4730160162470487,1.0,test
1.8766134118429176,2.6186708206677043,1.0,test
1.9583909570903009,2.2670241743892383,1.0,train
0.7939876428922537,0.8141207793760368,1.0,test
2.718576024362776,2.881592675408942,1.0,train
2.4138221232069714,1.7710439404884268,1.0,test
2.475492881185156,2.638917724916505,1.0,train
2.36503053422315,1.4100753159211201,1.0,train
3.851487795123892,2.8431336017285065,1.0,train
1.7199856618442713,4.074188574844224,1.0,train
3.6031381328689127,3.0430758113481384,1.0,train
2.0266042969310827,1.8281571397459653,1.0,train
-1.6225383740434478,0.5922270913198193,1.0,test
0.8946897423091329,1.1434926647374597,1.0,train
0.4483204658770914,2.509568646615985,1.0,train
-0.4514191141623831,3.695910565352343,1.0,train
1.8481917224781932,2.9106966761716873,1.0,train
2.736581540364123,2.5435490676269863,1.0,train
3.1929557815474032,1.6841700743066332,1.0,train
2.2774023383641957,1.0427035986875206,1.0,test
1.4178856513388365,4.710443008081151,1.0,test
4.69451867521825,2.242343213113013,1.0,train
1.125084543004789,2.966820773108186,1.0,train
1.8978722292160863,0.217297787379972,1.0,train
-0.08087169065415223,2.3787053608368858,1.0,test
2.646244004128936,2.108898667310456,1.0,train
1.2167999564306011,0.9293677195514782,1.0,test
2.6200390516646115,4.17764122543794,1.0,train
3.356457188803102,2.386044416856648,1.0,train
0.6711074398594856,1.5273579769400292,1.0,train
4.0701701591847765,3.219675250834927,1.0,train
-0.15608836037412874,0.4871939020761909,1.0,test
2.038667265816968,2.1453429745878347,1.0,train
1.6680354315717092,2.4255509949771072,1.0,train
2.705585648879336,1.5295242086813825,1.0,test
1.2397619065187175,3.5835146270918075,1.0,train
1.4281950352585024,1.404672782331661,1.0,train
2.6687338285540334,3.638899409053005,1.0,train
1.0645862047782308,1.198355859163564,1.0,train
1.5399731046325345,1.2773843200915964,1.0,train
0.1135699826981853,-0.154068515237066,1.0,train
4.450995579997054,1.2200722722545296,1.0,test
5.137793549620946,0.739651766877828,1.0,test
-0.3731736150842737,3.542878787927687,1.0,test
1.640666318076373,2.8979894545270994,1.0,test
2.402263060752928,2.445332803002258,1.0,test
0.8019729459227718,2.8787419488109425,1.0,train
1.5359081595327588,0.824099320585606,1.0,train
3.4210717396633545,0.4903565353788708,1.0,train
1.3861024314682289,4.61092359650435,1.0,test
4.243577056866812,2.609423367418381,1.0,train
4.992182035008893,0.16551361214447247,1.0,test
1.0506054102132696,3.6053595625690775,1.0,train
3.0100909846083987,4.558897441677639,1.0,train
2.5939211006676297,2.018611997440344,1.0,test
3.442261066594228,3.041292618439132,1.0,train
2.2326328037419656,0.910309306136342,1.0,test
3.5573836298368167,1.9439263555204267,1.0,train
2.176535671960512,1.206452318216563,1.0,train
1.2673428989954252,2.4891951624027526,1.0,train
1.9499475834539488,1.556906772775076,1.0,train
0.9999456449540652,3.1251336569038983,1.0,train
2.2865891038817012,3.2690904938700354,1.0,train
2.1702329277128816,2.26706550719622,1.0,test
1.6304554096247847,3.424801258277061,1.0,train
3.6379061565669497,1.8446306073690053,1.0,train
1.3779932018926593,1.2142682488428762,1.0,train
0.1404371830923079,3.3203370524499847,1.0,train
3.0787440835553506,2.0249532998415427,1.0,train
2.148191242678749,2.4340389755617493,1.0,train
0.2344783491729474,4.19157137778233,1.0,train
