x1,x2,y,split
1.3022825391669155,4.383283955758661,1.0,train
5.053390134787258,-2.088703781357092,0.0,train
1.849287581167067,-0.9785945249330468,0.0,test
4.448055702478492,-0.32628120464662674,0.0,train
-3.7001145271364297,-2.0396339841008717,1.0,train
1.8922149001178383,-2.54526491231658,0.0,train
-4.703196097733484,-0.5293136187734764,1.0,test
2.0548481240961376,-4.2985064425340465,0.0,test
-1.4217693317100215,2.393293711994808,0.0,test
-2.010612758561022,1.7814666568414028,0.0,test
1.926806434993914,1.2586445502767758,1.0,train
0.7719372087376535,0.597754118993165,1.0,train
-1.4538577177607424,-0.33002538591602376,1.0,test
-0.6506522313337204,-5.074939466949676,1.0,test
4.033830045148067,-1.5289742358831646,0.0,train
-1.9921076033208849,-3.888791634898948,1.0,train
4.224965486816854,0.5150027545303406,1.0,test
0.5072676512250639,-1.0161613549480368,0.0,test
4.941665229245613,-3.332164692985304,0.0,train
0.4422862086569907,3.168514926880172,1.0,train
1.715703528325941,1.7790455991018608,1.0,train
2.8792255491811747,2.6975529484175564,1.0,train
1.5875042711424332,1.7604550407242396,1.0,test
-3.6948832862942855,2.0374838049076063,0.0,train
-4.895058494384041,-3.952799879066889,1.0,test
-0.450504379167061,1.0588971420866724,0.0,test
4.865763402036055,4.2441762448583535,1.0,train
2.5745854463207274,3.766827946692168,1.0,train
-2.3119766798359347,2.9334870637051567,0.0,train
-2.0431809778252257,3.579895478817781,0.0,train
-3.1687953694584685,4.991635648047602,0.0,train
0.4900091084494413,-4.604965841029345,0.0,train
3.0120218791517326,4.884628892202428,1.0,train
-0.6941564012342785,-1.175325628423008,1.0,train
1.8495529047370207,3.7881270203121287,1.0,train
1.842125162564533,-0.6567229348046395,0.0,train
-2.614714234575773,-4.966253728791647,1.0,train
-3.7384794288735717,-2.9647647323144537,1.0,test
-1.5807660179774128,2.364622052620441,0.0,train
2.2008588860625995,-5.176114875546906,0.0,train
-0.45154022862185905,-4.7109509090612445,1.0,train
3.067554246690386,1.9404355444015728,1.0,test
-2.124888785273991,4.120923017886343,0.0,test
-2.977561187388829,2.795749509153616,0.0,train
