x1,x2,y,split
0.6276258218616443,-0.7118977386810429,1.0,test
0.22766170875496,1.9963896806792099,1.0,train
-1.818803368149112,0.5807459839073986,0.0,train
-2.0214667059966978,0.8279370812263052,0.0,test
6.293486406738526e-05,7.228416156506844e-05,1.0,test
-0.05145206936414981,2.1117804113939767,1.0,train
-0.6981108915754888,-0.03955665315971709,1.0,train
0.3814237919015517,1.046036604912862,1.0,train
0.932174961943399,1.5773275498014698,1.0,train
-0.04905380544411679,0.05093453746711422,1.0,train
-0.762547208765414,1.2059698615077326,1.0,train
-0.5906640387746973,1.5873833954665568,1.0,test
1.0809627430518467,0.4001451471584503,1.0,train
1.5646753946924388,1.2573610053324635,0.0,test
-0.15339884159115927,0.14003252374017935,1.0,test
-1.4465900772136076,-1.6179389153031682,0.0,test
1.0254931764938915,-0.5283159853174453,1.0,test
0.07802189784996594,0.33700104070429643,1.0,train
0.14988024240981354,-0.3020624481373992,1.0,test
0.16868968407405446,-2.4655242856751465,0.0,train
0.8265026894153827,0.8336705396192365,1.0,train
2.274852603591591,-0.6665148238348451,1.0,train
0.3037425016669845,-0.5964935859022614,1.0,test
0.5375228017082211,1.014834796258644,1.0,train
-1.798289845809664,-0.31712649179821034,0.0,test
-2.1187719475235443,1.0930947364236967,0.0,train
-0.6883799592037345,1.137866251983738,1.0,test
0.19839669713543112,-0.27251189807812365,1.0,train
0.15618187542284984,-0.4601866389397068,1.0,train
0.16520510099494368,0.06529951327222036,1.0,train
0.04805626557191844,-0.25553614842402056,1.0,train
1.011570848559563,0.5035130243729999,1.0,train
0.9247806467985328,-0.5296761657725809,1.0,train
0.3621156699330938,-2.0838678496197365,0.0,train
1.341767881822325,-0.3979804961133966,0.0,test
-0.0011978449745532074,0.0006882482520111954,1.0,train
1.1539218582851976,-0.6971555885254711,1.0,test
-0.5207267736750961,-0.29381015836480645,1.0,test
-0.5959740893468872,0.3835954089795429,1.0,train
-0.9158799263598659,0.007378418191112109,1.0,train
2.182118465640968,-0.4508365502231652,0.0,train
0.3228560494747757,-0.4101267519447184,1.0,train
